Brand,Model,Mileage,State,Year
Tesla,Model 3,13797,CA ,2023
GMC,Yukon,4504,MA ,2023
FREIGHTLINER,Cascadia,,SC ,2023
BMW,745e xDrive,,MA ,2023
BMW,X5 M50i,,AZ ,2023
Subaru,Crosstrek,27000,IN ,2023
Hyundai,IONIQ 5,,NJ ,2023
Tesla,Model X,15430,NY ,2023
Tesla,Model Y,9370,FL ,2023
Tesla,Model Y,42872,CA ,2023
Tesla,Model X,14489,IL ,2023
Tesla,Model 3,8435,GA ,2023
Tesla,Model Y,6733,FL ,2023
Tesla,Model Y,528,CA ,2023
Subaru,Forester,51069,MO ,2023
Toyota,Camry,13811,PR ,2023
Tesla,Model 3,16776,WA ,2023
Tesla,Model Y,38986,UT ,2023
Tesla,Model Y,15303,FL ,2023
Tesla,Model 3,10285,SC ,2023
Tesla,Model 3,46078,PA ,2023
Tesla,Model Y,23208,CA ,2023
Tesla,Model 3,39848,CA ,2023
Tesla,Model Y,10017,IL ,2023
Tesla,Model Y,10416,MA ,2023
Tesla,Model Y,13741,MA ,2023
Tesla,Model 3,16776,WA ,2023
Subaru,Crosstrek,27000,IN ,2023
GMC,Yukon,4504,MA ,2023
Tesla,Model Y,15303,FL ,2023
Tesla,Model Y,38986,UT ,2023
Toyota,Corolla Hyrbid,162,VA ,2023
Subaru,Outback,35307,WV ,2023
Tesla,Model Y,590,CA ,2023
Tesla,Model X,69279,CA ,2023
Tesla,Model 3,45178,CA ,2023
Tesla,Model Y,23928,MD ,2023
Tesla,Model Y,1122,IL ,2023
Tesla,Model Y,23855,CA ,2023
Tesla,Model 3,10285,SC ,2023
Subaru,Forester,51069,MO ,2023
Toyota,Camry,13811,PR ,2023
Tesla,Model 3,46078,PA ,2023
Tesla,Model Y,23208,CA ,2023
Tesla,Model 3,39848,CA ,2023
Tesla,Model Y,10017,IL ,2023
Tesla,Model Y,590,CA ,2023
Tesla,Model X,69279,CA ,2023
Tesla,Model 3,45178,CA ,2023
Tesla,Model 3,3301,CA ,2023
Tesla,Model 3,25917,CA ,2023
Tesla,Model X,53319,CT ,2023
Tesla,Model Y,24026,CA ,2023
Tesla,Model 3,14081,CA ,2023
Tesla,Model 3,25806,TX ,2023
Tesla,Model Y,23928,MD ,2023
Tesla,Model Y,10416,MA ,2023
Tesla,Model Y,1122,IL ,2023
Tesla,Model Y,13741,MA ,2023
Tesla,Model Y,23855,CA ,2023
Tesla,Model Y,29627,GA ,2023
Tesla,Model Y,14445,PA ,2023
Tesla,Model Y,,NC ,2023
Tesla,Model Y,22846,CA ,2023
Toyota,Corolla Hyrbid,162,VA ,2023
BMW,X5 M50i,,AZ ,2023
Tesla,Model 3,3301,CA ,2023
Subaru,Outback,35307,WV ,2023
Tesla,Model 3,47739,AZ ,2023
Tesla,Model Y,25881,CO ,2023
Tesla,Model 3,30476,CA ,2023
Tesla,Model Y,25683,CA ,2023
Tesla,Model S,12149,CA ,2023
Tesla,Model Y,4476,WA ,2023
Tesla,Model Y,8672,NJ ,2023
Tesla,Model 3,108069,AZ ,2023
Tesla,Model Y,22368,WA ,2023
Tesla,Model 3,20972,CA ,2023
Tesla,Model 3,89293,WA ,2023
Tesla,Model Y,26521,CA ,2023
Tesla,Model 3,54813,TX ,2023
Tesla,Model 3,3999,FL ,2023
Tesla,Model Y,43543,GA ,2023
Tesla,Model 3,27691,CA ,2023
Tesla,Model Y,66851,CA ,2023
Tesla,Model 3,25917,CA ,2023
Tesla,Model X,53319,CT ,2023
Tesla,Model 3,41411,CO ,2023
Tesla,Model 3,38190,TX ,2023
Tesla,Model Y,30558,CA ,2023
Tesla,Model Y,24026,CA ,2023
Tesla,Model 3,14081,CA ,2023
Tesla,Model 3,25806,TX ,2023
Tesla,Model Y,29627,GA ,2023
Tesla,Model Y,14445,PA ,2023
Subaru,Outback,31637,NC ,2023
Tesla,Model Y,,NC ,2023
Tesla,Model Y,22846,CA ,2023
Tesla,Model Y,25881,CO ,2023
Tesla,Model 3,47739,AZ ,2023
KIA,SORENTO,27000,CT ,2023
BMW,X5 M50i,,UNK,2023
FREIGHTLINER,Cascadia,,SC ,2023
Tesla,Model 3,30476,CA ,2023
Subaru,Outback,27013,NC ,2023
Subaru,Crosstrek,19136,TX ,2023
BMW,745e xDrive,,UNK,2023
Tesla,Model Y,4476,WA ,2023
Tesla,Model Y,8672,NJ ,2023
Tesla,Model Y,25683,CA ,2023
Tesla,Model S,12149,CA ,2023
Tesla,Model Y,18870,OH ,2023
Tesla,Model 3,51629,MI ,2023
Tesla,Model Y,32480,CA ,2023
Tesla,Model Y,4526,CA ,2023
Tesla,Model S,99804,CA ,2023
Tesla,Model Y,22999,CA ,2023
Tesla,Model 3,31195,CA ,2023
Tesla,Model Y,11360,NC ,2023
Tesla,Model 3,48231,MD ,2023
Tesla,Model 3,5314,TX ,2023
Tesla,Model 3,108069,AZ ,2023
Tesla,Model Y,22368,WA ,2023
Tesla,Model 3,20972,CA ,2023
Tesla,Model 3,89293,WA ,2023
Tesla,Model Y,26521,CA ,2023
Tesla,Model 3,54813,TX ,2023
Tesla,Model 3,3999,FL ,2023
Tesla,Model Y,43543,GA ,2023
Tesla,Model 3,27691,CA ,2023
Tesla,Model Y,66851,CA ,2023
Tesla,Model 3,25482,CA ,2023
Tesla,Model Y,10956,FL ,2023
Subaru,Outback,27013,NC ,2023
Tesla,Model 3,41411,CO ,2023
Tesla,Model 3,38190,TX ,2023
Tesla,Model Y,30558,CA ,2023
Tesla,Model Y,18870,OH ,2023
BMW,745e xDrive,,UNK,2023
Tesla,Model 3,25459,NJ ,2023
Subaru,Outback,31637,NC ,2023
Tesla,Model Y,,VA ,2023
Tesla,Model Y,13135,CA ,2023
Tesla,Model 3,9852,CA ,2023
Tesla,Model 3,8398,FL ,2023
Tesla,Model S,32591,CA ,2023
Tesla,Model Y,42979,CT ,2023
Tesla,Model 3,73653,CA ,2023
Tesla,Model Y,40510,CA ,2023
Tesla,Model 3,21369,CA ,2023
Tesla,Model 3,51629,MI ,2023
Tesla,Model Y,32480,CA ,2023
Tesla,Model Y,4526,CA ,2023
Tesla,Model S,99804,CA ,2023
Tesla,Model Y,22999,CA ,2023
Tesla,Model 3,31195,CA ,2023
KIA,SORENTO,27000,CT ,2023
Mercedes-Benz,S580,11638,OK ,2023
Tesla,Model Y,11360,NC ,2023
Tesla,Model 3,48231,MD ,2023
Tesla,Model 3,5314,TX ,2023
Tesla,Model 3,25482,CA ,2023
Tesla,Model Y,10956,FL ,2023
Tesla,Model S,,CA ,2023
Tesla,Model Y,13135,CA ,2023
Tesla,Model 3,9852,CA ,2023
Tesla,Model Y,119641,CA ,2023
Tesla,Model 3,22601,CA ,2023
Tesla,Model Y,31861,AR ,2023
Tesla,Model 3,94868,CA ,2023
Tesla,Model Y,3746,CA ,2023
Tesla,Model Y,5018,CO ,2023
Tesla,Model Y,27585,TX ,2023
Tesla,Model X,74471,WA ,2023
Tesla,Model 3,770,TX ,2023
Subaru,Outback,27013,NC ,2023
BMW,745e xDrive,,UNK,2023
Tesla,Model 3,8398,FL ,2023
Tesla,Model Y,,UNK,2023
Tesla,Model S,32591,CA ,2023
Tesla,Model Y,42979,CT ,2023
Tesla,Model 3,73653,CA ,2023
Tesla,Model Y,40510,CA ,2023
Tesla,Model 3,25459,NJ ,2023
Tesla,Model 3,21369,CA ,2023
KIA,SORENTO,27000,CT ,2023
Mercedes-Benz,S580,11638,OK ,2023
Chevrolet,Bolt EUV,10102,CA ,2023
FREIGHTLINER,Cascadia,,SC ,2023
Tesla,Model Y,119641,CA ,2023
Tesla,Model Y,31861,AR ,2023
Tesla,Model 3,22601,CA ,2023
Tesla,Model 3,94868,CA ,2023
Tesla,Model S,,CA ,2023
Tesla,Model Y,3746,CA ,2023
Tesla,Model Y,5018,CO ,2023
Tesla,Model Y,27585,TX ,2023
Tesla,Model X,74471,WA ,2023
Tesla,Model 3,770,TX ,2023
Tesla,Model 3,6606,CA ,2023
Tesla,Model Y,18992,IL ,2023
Tesla,Model Y,28751,MD ,2023
Tesla,Model X,18858,MD ,2023
Chevrolet,Bolt EUV,10102,CA ,2023
Kia,EV6,10193,CA ,2023
FREIGHTLINER,Cascadia,,SC ,2023
BMW,X5,5135,CA ,2023
Subaru,Crosstrek,19136,TX ,2023
Subaru,Outback,58213,IA ,2023
Tesla,Model 3,18808,CA ,2023
Tesla,Model X,70908,MN ,2023
Tesla,Model 3,38553,AZ ,2023
Tesla,Model 3,81340,FL ,2023
Tesla,Model Y,1673,IL ,2023
Tesla,Model 3,6606,CA ,2023
Tesla,Model Y,18992,IL ,2023
Tesla,Model Y,28751,MD ,2023
Tesla,Model 3,18808,CA ,2023
Tesla,Model 3,38553,AZ ,2023
Tesla,Model X,18858,MD ,2023
Tesla,Model X,70908,MN ,2023
Tesla,Model 3,81340,FL ,2023
Tesla,Model Y,1673,IL ,2023
Tesla,Model 3,22866,CA ,2023
Tesla,Model Y,3154,VA ,2023
Tesla,Model S,7412,VA ,2023
Tesla,Model Y,14800,FL ,2023
Tesla,Model 3,1042,CA ,2023
Tesla,Model Y,2749,WA ,2023
Subaru,Crosstrek,19136,TX ,2023
Tesla,Model Y,14800,FL ,2023
Tesla,Model Y,3154,VA ,2023
Tesla,Model S,7412,VA ,2023
Tesla,Model 3,22866,CA ,2023
Tesla,Model Y,30437,AZ ,2023
Tesla,Model Y,7425,TX ,2023
Tesla,Model 3,40458,CA ,2023
Tesla,Model 3,48861,TN ,2023
Tesla,Model Y,,MD ,2023
Tesla,Model 3,11755,FL ,2023
Tesla,Model Y,47481,VA ,2023
Lexus,UX200,17749,TX ,2023
Tesla,Model 3,1042,CA ,2023
Tesla,Model Y,2749,WA ,2023
Tesla,Model Y,30437,AZ ,2023
Tesla,Model Y,9578,GA ,2023
Tesla,Model 3,42289,GA ,2023
Tesla,Model 3,,CA ,2023
Tesla,Model 3,49010,CA ,2023
Tesla,Model 3,30166,MA ,2023
Tesla,Model 3,76210,CA ,2023
Tesla,Model Y,34295,TX ,2023
Tesla,Model 3,23213,CA ,2023
Tesla,Model Y,27031,CA ,2023
Tesla,Model 3,34266,CA ,2023
Tesla,Model 3,31140,GA ,2023
Tesla,Model 3,56594,NY ,2023
Tesla,Model Y,52529,CA ,2023
BMW,X5,5135,CA ,2023
BMW,X5,5135,CA ,2023
Tesla,Model Y,7425,TX ,2023
Tesla,Model 3,40458,CA ,2023
Tesla,Model 3,48861,TN ,2023
Tesla,Model Y,,MD ,2023
Tesla,Model 3,11755,FL ,2023
Tesla,Model Y,47481,VA ,2023
Tesla,Model 3,42289,GA ,2023
Tesla,Model S,,CA ,2023
Tesla,Model 3,99580,TX ,2023
Tesla,Model 3,15107,TX ,2023
Tesla,Model Y,18377,CA ,2023
Tesla,Model Y,34420,CA ,2023
Tesla,Model Y,23400,CA ,2023
Tesla,Model X,919,PA ,2023
Lexus,UX200,17749,TX ,2023
Tesla,Model X,27012,WA ,2023
Tesla,Model 3,3113,NY ,2023
Tesla,Model 3,60811,NY ,2023
Tesla,Model 3,81185,IL ,2023
Tesla,Model Y,17207,MD ,2023
Tesla,Model 3,4490,CA ,2023
Tesla,Model 3,,CA ,2023
Tesla,Model 3,49010,CA ,2023
Tesla,Model 3,30166,MA ,2023
Tesla,Model Y,9578,GA ,2023
Tesla,Model 3,76210,CA ,2023
Kia,EV6,10193,CA ,2023
Subaru,Forester,25500,LA ,2023
Subaru,Forester,22974,CA ,2023
Subaru,Outback,58213,IA ,2023
Tesla,Model Y,34295,TX ,2023
Tesla,Model 3,23213,CA ,2023
Tesla,Model Y,27031,CA ,2023
Tesla,Model 3,34266,CA ,2023
Tesla,Model 3,31140,GA ,2023
Tesla,Model 3,56594,NY ,2023
Tesla,Model Y,52529,CA ,2023
Tesla,Model 3,66000,GA ,2023
Tesla,Model Y,31454,CA ,2023
Tesla,Model S,42243,CA ,2023
Tesla,Model X,87621,KS ,2023
Tesla,Model Y,59233,CA ,2023
Tesla,Model S,,CA ,2023
BMW,X5,,CA ,2023
Tesla,Model Y,18377,CA ,2023
Tesla,Model 3,15107,TX ,2023
Tesla,Model 3,99580,TX ,2023
Tesla,Model 3,36992,CA ,2023
Tesla,Model Y,1094,CA ,2023
Tesla,Model Y,34420,CA ,2023
Tesla,Model Y,23400,CA ,2023
Tesla,Model X,919,PA ,2023
Tesla,Model 3,37603,NJ ,2023
Tesla,Model S,8961,FL ,2023
Tesla,Model Y,21769,LA ,2023
Tesla,Model 3,15720,CA ,2023
Tesla,Model Y,23557,CA ,2023
Tesla,Model 3,26105,WI ,2023
Tesla,Model Y,25287,PA ,2023
Tesla,Model 3,59088,NM ,2023
Tesla,Model Y,25886,CA ,2023
Tesla,Model X,27012,WA ,2023
Tesla,Model 3,3113,NY ,2023
Tesla,Model 3,60811,NY ,2023
Tesla,Model 3,81185,IL ,2023
Tesla,Model Y,17207,MD ,2023
Tesla,Model 3,4490,CA ,2023
Tesla,Model 3,66000,UNK,2023
Subaru,Outback,58213,IA ,2023
Honda,CRV,,MI ,2023
Tesla,Model Y,59233,CA ,2023
Tesla,Model Y,31454,CA ,2023
Tesla,Model S,42243,CA ,2023
Tesla,Model X,87621,KS ,2023
Tesla,Model 3,37603,NJ ,2023
Tesla,Model S,8961,FL ,2023
Tesla,Model 3,36992,CA ,2023
Tesla,Model Y,1094,CA ,2023
Tesla,Model Y,21769,LA ,2023
Tesla,Model 3,15720,CA ,2023
Tesla,Model Y,23557,CA ,2023
Tesla,Model 3,26105,WI ,2023
Tesla,Model Y,25287,PA ,2022
Tesla,Model 3,5749,CA ,2022
Tesla,Model Y,36681,CA ,2022
Tesla,Model Y,27994,TX ,2022
Tesla,Model Y,29884,CA ,2022
Tesla,Model Y,34973,CA ,2022
Tesla,Model 3,102233,OH ,2022
Tesla,Model Y,19852,CA ,2022
Tesla,Model 3,45353,NC ,2022
Tesla,Model 3,81748,CA ,2022
Tesla,Model 3,29259,CO ,2022
Tesla,Model Y,72281,NY ,2022
Tesla,Model 3,59088,NM ,2022
Tesla,Model Y,25886,CA ,2022
Tesla,Model 3,5749,CA ,2022
Tesla,Model Y,36681,CA ,2022
Tesla,Model Y,27994,TX ,2022
Tesla,Model Y,29884,CA ,2022
Tesla,Model Y,34973,CA ,2022
Tesla,Model 3,102233,OH ,2022
Tesla,Model Y,19852,CA ,2022
Lexus,NX350,1630,MI ,2022
Tesla,Model Y,13005,MA ,2022
Tesla,Model Y,20915,GA ,2022
Tesla,Model Y,10769,VA ,2022
Tesla,Model Y,25333,PA ,2022
Tesla,Model 3,67950,FL ,2022
Tesla,Model Y,2388,AZ ,2022
Tesla,Model Y,8946,CA ,2022
Tesla,Model 3,45353,NC ,2022
Tesla,Model 3,81748,CA ,2022
Cadillac,CT6,91711,MA ,2022
Tesla,Model Y,72281,NY ,2022
Tesla,Model 3,29259,CO ,2022
Tesla,Model Y,61593,WA ,2022
Tesla,Model 3,20968,WA ,2022
Tesla,Model X,85181,CA ,2022
Tesla,Model Y,53933,WA ,2022
Tesla,Model 3,48922,KS ,2022
Tesla,Model 3,8052,IN ,2022
Tesla,Model S,12827,MO ,2022
Tesla,Model Y,22936,CA ,2022
Tesla,Model Y,16368,CA ,2022
Tesla,Model X,76030,CA ,2022
Tesla,Model X,55880,NJ ,2022
Tesla,Model Y,,CA ,2022
Tesla,Model 3,20344,TX ,2022
Tesla,Model Y,48172,TX ,2022
Tesla,Model Y,23278,NJ ,2022
Tesla,Model 3,36774,CA ,2022
Tesla,Model 3,30083,CA ,2022
Tesla,Model Y,21809,CA ,2022
Tesla,Model 3,57175,CA ,2022
Tesla,Model Y,3965,CA ,2022
Tesla,Model Y,22480,TX ,2022
Tesla,Model Y,13005,MA ,2022
Tesla,Model 3,46949,OK ,2022
Tesla,Model Y,20915,GA ,2022
Tesla,Model Y,10769,VA ,2022
Tesla,Model Y,25333,PA ,2022
Tesla,Model 3,67950,FL ,2022
Tesla,Model Y,61593,WA ,2022
Tesla,Model 3,20968,WA ,2022
Cadillac,CT6,91711,MA ,2022
Tesla,Model X,85181,CA ,2022
Lexus,RX450hL,16678,NC ,2022
Kia,EV6,10193,CA ,2022
Subaru,Forester,25500,LA ,2022
Maserati,Ghibli,,CT ,2022
Lexus,NX350,1630,MI ,2022
Tesla,Model Y,2388,AZ ,2022
Tesla,Model Y,53933,WA ,2022
Tesla,Model 3,48922,KS ,2022
Tesla,Model Y,8946,CA ,2022
Jeep,Grand Cherokee,,MI ,2022
Tesla,Model 3,8052,IN ,2022
Tesla,Model Y,5886,NJ ,2022
Tesla,Model 3,15718,CA ,2022
Tesla,Model Y,32181,CA ,2022
Tesla,Model X,10467,CA ,2022
Tesla,Model Y,33923,WA ,2022
Tesla,Model 3,36751,CA ,2022
Tesla,Model 3,50778,CA ,2022
Tesla,Model 3,108086,CA ,2022
Tesla,Model Y,16368,CA ,2022
Tesla,Model Y,22936,CA ,2022
Tesla,Model X,55880,NJ ,2022
Tesla,Model X,76030,CA ,2022
Tesla,Model S,12827,MO ,2022
Tesla,Model Y,,CA ,2022
Tesla,Model 3,20344,TX ,2022
Tesla,Model Y,48172,TX ,2022
Tesla,Model Y,23278,NJ ,2022
Tesla,Model 3,36774,CA ,2022
Tesla,Model 3,30083,CA ,2022
Tesla,Model Y,21809,CA ,2022
Tesla,Model 3,57175,CA ,2022
Tesla,Model Y,3965,CA ,2022
Tesla,Model Y,22480,TX ,2022
Tesla,Model 3,25299,CA ,2022
Tesla,Model 3,46949,OK ,2022
Subaru,Outback,3166,KY ,2022
Tesla,Model Y,5886,NJ ,2022
Tesla,Model 3,15718,CA ,2022
Tesla,Model Y,32181,CA ,2022
Tesla,Model Y,5860,LA ,2022
Tesla,Model X,58861,FL ,2022
Tesla,Model S,20697,CA ,2022
Tesla,Model 3,28192,CA ,2022
Tesla,Model Y,26543,CO ,2022
Tesla,Model 3,32276,CA ,2022
Tesla,Model Y,24658,NC ,2022
Tesla,Model 3,50327,CA ,2022
Tesla,Model 3,108086,CA ,2022
Tesla,Model Y,33923,WA ,2022
Tesla,Model X,10467,CA ,2022
Tesla,Model 3,36751,CA ,2022
Tesla,Model 3,50778,CA ,2022
Tesla,Model Y,61593,WA ,2022
Tesla,Model 3,20968,WA ,2022
Subaru,Forester,25500,LA ,2022
Maserati,Ghibli,,CT ,2022
Tesla,Model X,,CA ,2022
Tesla,Model 3,44753,CA ,2022
Jeep,Grand Cherokee,,MI ,2022
Tesla,Model 3,25299,CA ,2022
Tesla,Model Y,5860,LA ,2022
Tesla,Model X,58861,FL ,2022
Tesla,Model S,20697,CA ,2022
Tesla,Model 3,28192,CA ,2022
Tesla,Model Y,26543,CO ,2022
Tesla,Model 3,32276,CA ,2022
Tesla,Model Y,24658,NC ,2022
Subaru,Outback,3166,KY ,2022
Tesla,Model 3,50327,CA ,2022
Toyota,Highlander,9730,UNK,2022
Toyota,Venza,21000,KY ,2022
Lexus,RX450hL,16678,NC ,2022
Tesla,Model X,,CA ,2022
Tesla,Model 3,44753,CA ,2022
Tesla,Model 3,30554,OH ,2022
Tesla,Model 3,30554,OH ,2022
Tesla,Model S,,FL ,2022
Tesla,Model Y,26367,CA ,2022
Tesla,Model Y,19582,CA ,2022
Tesla,Model Y,15576,WA ,2022
Tesla,Model Y,13345,FL ,2022
Tesla,Model Y,23601,TX ,2022
Tesla,Model 3,22840,CA ,2022
Tesla,Model 3,12314,CA ,2022
Tesla,Model S,866,PA ,2022
Tesla,Model 3,19106,NY ,2022
Tesla,Model Y,66420,CA ,2022
Tesla,Model Y,33340,NJ ,2022
Tesla,Model 3,95868,CA ,2022
Tesla,Model 3,19781,CA ,2022
Tesla,Model Y,21814,MD ,2022
Tesla,Model 3,23911,CA ,2022
Tesla,Model 3,47957,ID ,2022
Tesla,Model 3,35088,CA ,2022
Tesla,Model S,,FL ,2022
Tesla,Model Y,26367,CA ,2022
Tesla,Model Y,19582,CA ,2022
Tesla,Model Y,15576,WA ,2022
Tesla,Model Y,13345,FL ,2022
Tesla,Model Y,23601,TX ,2022
Tesla,Model 3,22840,CA ,2022
Tesla,Model 3,12314,CA ,2022
Tesla,Model 3,30554,OH ,2022
Tesla,Model S,866,PA ,2022
Tesla,Model Y,66420,CA ,2022
Tesla,Model 3,19106,NY ,2022
Lexus,RX450hL,16678,NC ,2022
Toyota,Venza,21000,KY ,2022
Tesla,Model Y,33340,NJ ,2022
Toyota,Highlander,9730,UNK,2022
Tesla,Model 3,95868,CA ,2022
Tesla,Model 3,19781,CA ,2022
Nissan,Rogue SV,14326,GA ,2022
Subaru,Forester,22974,CA ,2022
Tesla,Model Y,21814,MD ,2022
Tesla,Model 3,23911,CA ,2022
Tesla,Model X,10036,TX ,2022
Tesla,Model X,42183,TX ,2022
Tesla,Model Y,23520,TX ,2022
Tesla,Model Y,45519,CA ,2022
Tesla,Model 3,13847,CA ,2022
Tesla,Model Y,27411,CA ,2022
Tesla,Model 3,16192,CA ,2022
Tesla,Model Y,62477,CA ,2022
Tesla,Model Y,56523,CA ,2022
Tesla,Model X,365,CA ,2022
Tesla,Model 3,64824,TX ,2022
Tesla,Model S,5781,OR ,2022
Tesla,Model Y,6249,AL ,2022
Tesla,Model X,41244,AZ ,2022
Tesla,Model 3,68151,CA ,2022
Tesla,Model S,31265,TX ,2022
Tesla,Model 3,55003,CA ,2022
Tesla,Model 3,47710,VA ,2022
Tesla,Model Y,1558,MD ,2022
Tesla,Model 3,47957,ID ,2022
Tesla,Model 3,35088,CA ,2022
Tesla,Model 3,47710,VA ,2022
Tesla,Model Y,56523,CA ,2022
Tesla,Model Y,27411,CA ,2022
Tesla,Model X,10036,TX ,2022
Tesla,Model Y,45519,CA ,2022
Tesla,Model 3,13847,CA ,2022
Tesla,Model 3,16192,CA ,2022
Tesla,Model 3,55003,CA ,2022
Tesla,Model Y,23520,TX ,2022
Tesla,Model Y,62477,CA ,2022
Tesla,Model Y,6249,AL ,2022
Tesla,Model X,42183,TX ,2022
Tesla,Model X,41244,AZ ,2022
Tesla,Model S,5781,OR ,2022
Tesla,Model S,31265,TX ,2022
Tesla,Model X,365,CA ,2022
Tesla,Model 3,68151,CA ,2022
Tesla,Model 3,64824,TX ,2022
International,LT,39226,MD ,2022
Kia,EV6,10193,UNK,2022
Tesla,Model Y,1558,MD ,2022
Tesla,Model Y,33699,VA ,2022
Tesla,Model 3,2651,CA ,2022
Tesla,Model Y,50467,CA ,2022
Tesla,Model Y,19710,MS ,2022
Tesla,Model 3,57946,FL ,2022
Tesla,Model 3,13179,NJ ,2022
Freightliner,Cascadia,,IN ,2022
Tesla,Model Y,33699,VA ,2022
Tesla,Model 3,2651,CA ,2022
Tesla,Model Y,50467,CA ,2022
Tesla,Model X,37804,FL ,2022
Tesla,Model 3,33628,GA ,2022
Tesla,Model Y,26039,TX ,2022
Tesla,Model 3,65324,GA ,2022
Tesla,Model 3,33122,NJ ,2022
Tesla,Model Y,25906,TX ,2022
Tesla,Model 3,34847,CA ,2022
Tesla,Model Y,12888,CA ,2022
Tesla,Model Y,17028,WA ,2022
Tesla,Model 3,23333,KY ,2022
Tesla,Model Y,16477,CA ,2022
Tesla,Model 3,33370,FL ,2022
Tesla,Model X,41912,CA ,2022
Tesla,Model 3,60040,CA ,2022
Tesla,Model 3,33350,CA ,2022
Kia,EV6,10193,UNK,2022
Mercedes-Benz,S580 4Matic,12029,TN ,2022
Tesla,Model Y,19710,MS ,2022
Tesla,Model X,9110,NJ ,2022
Tesla,Model 3,57946,FL ,2022
Tesla,Model 3,13179,NJ ,2022
Tesla,Model X,37804,FL ,2022
Tesla,Model 3,33628,GA ,2022
Tesla,Model Y,26039,TX ,2022
Tesla,Model 3,65324,GA ,2022
Tesla,Model Y,41024,CA ,2022
Tesla,Model 3,53820,CA ,2022
Tesla,Model Y,35537,NJ ,2022
Tesla,Model Y,23014,TX ,2022
Tesla,Model Y,72243,CT ,2022
Tesla,Model Y,85884,AR ,2022
Tesla,Model S,9226,FL ,2022
Tesla,Model 3,21521,TX ,2022
Tesla,Model 3,33143,CA ,2022
Tesla,Model 3,33122,NJ ,2022
Tesla,Model Y,25906,TX ,2022
Tesla,Model 3,34847,CA ,2022
Freightliner,Cascadia,,IN ,2022
Tesla,Model Y,12888,CA ,2022
Tesla,Model Y,17028,WA ,2022
Tesla,Model 3,23333,KY ,2022
Tesla,Model Y,16477,CA ,2022
Tesla,Model 3,33370,FL ,2022
Tesla,Model X,41912,CA ,2022
Tesla,Model 3,60040,CA ,2022
Tesla,Model 3,33350,CA ,2022
